party,state,pc_name,candidate,Sum of total_votes,Sum of total_electors
SamSP,Madhya Pradesh,DHAR,KARAN SINGH,11481,1668441
SamSP,Madhya Pradesh,INDORE,GANTI HARISH MADHUR (BALAYOGI),400,2115303
SamSP,Madhya Pradesh,RAJGARH,TH. JAGDISH SINGH PARMAR,9396,1694329
SamSP,Madhya Pradesh,SIDHI,MUNNA SINGH,1979,1736048
SamSP,Madhya Pradesh,VIDISHA,BABULAL,1088,1634039
SanS,Maharashtra,Parbhani,HARISHCHANDRA DATTU PATIL,1987,1985228
SANVP,Bihar,Siwan,Rohit Kumar Yadav,2364,1799551
SANVP,Gujarat,Bharuch,Pathan Salimkhan Sadikkhan,2135,1564519
SANVP,Gujarat,Navsari,JITENDRABHAI PREMNATH MISHRA,540,1971658
SANVP,Gujarat,Surat,Jogiya Amisha Vikrambhai,607,1655704
SANVP,NCT OF Delhi,NORTH EAST DELHI,ABHINAV KUMAR,309,2290492
SANVP,Uttar Pradesh,Shahjahanpur,KISHAN LAL,2250,2114201
SAP,Jharkhand,Godda,MD. MATIN,5132,1590772
SAP,Jharkhand,Ranchi,RAJU MAHTO,2130,1648459
SAP,Madhya Pradesh,KHANDWA,ISHAMUDDIN (LEDAR) SAYYADH,1134,1759417
SAP,Madhya Pradesh,REWA,ABDUL WARIS,7527,1544719
SAP,Madhya Pradesh,VIDISHA,GANESH,1761,1634039
SAP,Puducherry,Puducherry,MARIE UTHRIANATHAN,366,901357
SAP,Tamil Nadu,Madurai,MOHAMMED ALLI,900,1441434
SAP,Tamil Nadu,Tenkasi,POONGANI.J.,1454,1382081
SAP,Tamil Nadu,Tiruchirappalli,ANWAR DEEN.S,731,1387140
SAP,Tamil Nadu,Vellore,H. THOMAS,496,1312259
SAPRP,Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,4983,1503980
SaRaPa,Maharashtra,Yavatmal-Washim,Pundlik Baliram Rathod,1961,1916185
SARP,Uttar Pradesh,Akbarpur,DR. TITUS BHENGRA,799,1768635
SARP,Uttar Pradesh,Fatehpur,ASHOK KUMAR PASWAN,3029,1804753
SARP,Uttar Pradesh,Mohanlalganj,JAT SUBHAS SINGH BRIJLAL,1632,1838194
SARP,Uttar Pradesh,Rae Bareli,RAVTARAM,1661,1594954
SARP,Uttar Pradesh,Unnao,DHARMENDRA,2440,2164392
SaSaP,Uttar Pradesh,Deoria,ONKAR SINGH,2417,1754195
SaSaP,Uttar Pradesh,Salempur,ONKAR SINGH,4947,1661737
SatBP,Himachal Pradesh,Hamirpur,KRISHAN GOPAL,2319,1362269
SatBP,NCT OF Delhi,EAST DELHI,MOHAN LAL SHARMA,352,2039302
SatBP,NCT OF Delhi,NORTH WEST DELHI,ISHWAR MANSUKH ISHU,2348,2378995
SatBP,NCT OF Delhi,WEST DELHI,PROBIR DUTTA,329,2371644
SatBP,Rajasthan,Chittorgarh,Mangilal Meena,2316,2015911
SatBP,Rajasthan,Udaipur,SHANKERLAL,5690,2069559
SatBP,Uttar Pradesh,Mirzapur,Archana Mishra,9206,1845150
SATKP,Uttar Pradesh,Maharajganj,PAPPU CHAUHAN,2857,1915408
SAVIPA,Uttarakhand,Tehri Garhwal,GAUTAM SINGH BISHT,688,1493543
SaVP,Madhya Pradesh,BHOPAL,KUMAR,763,1957241
SaVP,Madhya Pradesh,BHOPAL,LATA SURYAWANSHI,2688,2142861
SBM,Punjab,Hoshiarpur,PARAMJIT SINGH (FAUJI BOOTHGARH),2917,1597500
SBSP,Bihar,Buxar,MIRZA SAJAD HUSSAIN BEIGH,7514,1640671
SBSP,Bihar,Buxar,Uday Narayan Rai @ Luddu Rajbhar,14170,1829373
SBSP,Bihar,Jhanjharpur,Prabhat Prasad,8429,1852417
SBSP,Bihar,Karakat,KAMLESH RAM (PRASAD),1713,1771254
SBSP,Bihar,Nalanda,Sampati Kumar,4434,2114809
SBSP,Bihar,Valmiki Nagar,BHOLA RAY,7871,1665502
SBSP,Uttar Pradesh,Ambedkar Nagar,B. JAYA VENU GOPAL,5792,1718774
SBSP,Uttar Pradesh,Ambedkar Nagar,Rakesh,15167,1785657
SBSP,Uttar Pradesh,Azamgarh,Abhimanyu Singh Sunny,10078,1789168
SBSP,Uttar Pradesh,Ballia,VINOD,35900,1822625
SBSP,Uttar Pradesh,Basti,POOJA,7063,1787476
SBSP,Uttar Pradesh,Basti,VINOD KUMAR RAJBHAR,11971,1845223
SBSP,Uttar Pradesh,Chandauli,AYUSHMAN DOCTOR SANJEEV KUMAR,4993,1593133
SBSP,Uttar Pradesh,Chandauli,Ramgovind,18985,1756837
SBSP,Uttar Pradesh,Deoria,JITENDRA,4868,1754195
SBSP,Uttar Pradesh,Deoria,UMESH DAS,4343,1806926
SBSP,Uttar Pradesh,Domariyaganj,KESHAV RAJBHAR,3809,1885433
SBSP,Uttar Pradesh,Domariyaganj,MANOJ KUMAR,2709,1761415
SBSP,Uttar Pradesh,Ghazipur,RAMJI,33877,1881077
SBSP,Uttar Pradesh,Ghosi,MAHENDRA,39860,1991651
SBSP,Uttar Pradesh,Gonda,RADHEY SHYAM ALIAS PAPPU RAJBHAR,3856,1770248
SBSP,Uttar Pradesh,Gorakhpur,Abhishek Chand,4319,1981197
SBSP,Uttar Pradesh,Jaunpur,ARVIND,2204,1848842
SBSP,Uttar Pradesh,Jaunpur,BRIJESH KUMAR,5466,1867976
SBSP,Uttar Pradesh,Kushi Nagar,JAHID AAVAD JAMI,2677,1680992
SBSP,Uttar Pradesh,Kushi Nagar,RAJIV,8454,1761564
SBSP,Uttar Pradesh,Lalganj,Dr. Deelip Kumar Saroj,17927,1751980
SBSP,Uttar Pradesh,Machhlishahr,GANTI HARISH MADHUR (BALAYOGI),2669,1891969
SBSP,Uttar Pradesh,Machhlishahr,Raj Nath,11223,1848306
SBSP,Uttar Pradesh,Maharajganj,KAILASH PRASAD SINGH,5195,1743131
SBSP,Uttar Pradesh,Robertsganj,KAILASH NATH,4817,1723538
SBSP,Uttar Pradesh,Salempur,RAJARAM,33568,1667282
SBSP,Uttar Pradesh,Salempur,SOM PRAKASH,66084,1661737
SBSP,Uttar Pradesh,Sant Kabir Nagar,BETHA VIVEKANANDA MAHARAJ,3900,1904315
SBSP,Uttar Pradesh,Sultanpur,PROBHU LAL VAISNAVA,3804,1703698
SBSP,Uttar Pradesh,Sultanpur,SUNITA RAJBHAR,4271,1775196
SBSP,Uttar Pradesh,Varanasi,SURENDRA RAJBHAR,8892,1856791
SBSPSP,Uttar Pradesh,Etah,Anuj Kumar,838,1621295
SBSPSP,Uttar Pradesh,Gautam Buddha Nagar,RAGHUVENDRA KUMAR,631,2302960
SBSPSP,Uttar Pradesh,Ghaziabad,ASHOK SHARMA,2450,2728978
SDC,Karnataka,Bagalkot,Basanagouda Ramanagouda Meti,1016,1704010
SDC,Kerala,Kannur,KURIAKOSE,260,1266550
SDC,Kerala,Wayanad,John P P,544,1359679
SDC,Telangana,Peddapalle,S. Krishna,3501,1479091
SDF,Sikkim,Sikkim,DEK BAHADUR KATWAL,154489,434128
SDF,Sikkim,Sikkim,PARAVASTU SATYA GOPINATH DAS,163698,370770
SDP,Jammu & Kashmir,Jammu,DURGESH SINGH CHAUHAN,6042,1848155
SDP,Telangana,Kurnool,MOHAMMED AHMED KHAN (AHMED NETA),11393,1481791
SDP(MP),Chhattisgarh,DURG,HIDAR BHATI,12107,1940269
SDP(MP),Madhya Pradesh,BHOPAL,SHRIMATI HEMLATA PATHAK,418,2142861
SDPI,Andhra Pradesh,Kurnool,ABDUL WARIS,7293,1573009
SDPI,Karnataka,Dakshina Kannada,HANEEF,27254,1565219
SDPI,Karnataka,Dakshina Kannada,MOHAMMED ELIYAS,46839,1724976
SDPI,Kerala,Alappuzha,K. S. SHAN,3595,1356701
SDPI,Kerala,Alappuzha,THULASEEDHARAN PALLICKAL,10993,1271324
SDPI,Kerala,Alathur,Dr.T.M.S.SADHU MUTHU KRISHNAN ERAJENDRAN,7820,1216351
SDPI,Kerala,Attingal,AJAMAL ISMAIL,5429,1350710
SDPI,Kerala,Attingal,KUMAR,11225,1251398
SDPI,Kerala,Chalakudy,P P MOIDEEN KUNJU,4687,1230197
SDPI,Kerala,Chalakudy,SHAFEER MUHAMMED,14386,1150497
SDPI,Kerala,Ernakulam,ALI ASHFAQUE AHMED,14825,1156492
SDPI,Kerala,Ernakulam,V M FAIZAL,4309,1245972
SDPI,Kerala,Idukki,MUHAMMED SHARAFUDHEEN,10401,1158735
SDPI,Kerala,Kannur,K.K. ABDUL JABBAR,27312,2436816
SDPI,Kerala,Kasaragod,DR. ABDUL LATIF (MIYA JI),9713,1243730
SDPI,Kerala,Kollam,A.K.SALAHUDEEN,12812,1219415
SDPI,Kerala,Kottayam,GOBINDA CHANDRA ROY,3513,1161465
SDPI,Kerala,Kozhikode,MUSTHAFA KOMMERI,10596,1182484
SDPI,Kerala,Malappuram,Abdul Majeed Faizy,19106,1370544
SDPI,Kerala,Malappuram,NASARUDHEEN ELAMARAM,47853,1198444
SDPI,Kerala,Mavelikkara,JYOTI,8946,1252668
SDPI,Kerala,Palakkad,G S RAJU,12504,1208726
SDPI,Kerala,Palakkad,THULASEEDHARAN PALLICKAL,5749,1323010
SDPI,Kerala,Pathanamthitta,MANSOOR THENGANA,11353,1323906
SDPI,Kerala,Ponnani,Adv. K.C. Nazeer,18124,1356803
SDPI,Kerala,Ponnani,AINUL HAQUE,26640,1180789
SDPI,Kerala,Thiruvananthapuram,KUNNIL SHAJAHAN,4820,1272748
SDPI,Kerala,Thrissur,DR. KIRIT P. SOLANKI,6894,1275288
SDPI,Kerala,Vadakara,ABDUL HAMEED,15058,1182504
SDPI,Kerala,Vadakara,MUSTHAFA KOMMERI,5544,1288926
SDPI,Kerala,Wayanad,Babu Mani,5426,1359679
SDPI,Kerala,Wayanad,JALEEL NEELAMBRA,14327,1249420
SDPI,Madhya Pradesh,BHOPAL,MASTER SAJID SIDDIQUI,5557,1957241
SDPI,Tamil Nadu,Chennai central,SHEIK MOHAMED @ DHEHLAN BAQAVI,23741,1332300
SDPI,Tamil Nadu,Chennai North,NIJAM MOHAIDEEN .M,14585,1422392
SDPI,Tamil Nadu,Ramanathapuram,SADAB NOOR,12541,1455988
SDPI,Tamil Nadu,Tirunelveli,MOHAMED HAYATH,14877,1420435
SDPI,West Bengal,Baharampur,HUMAYUN KABIR SEKH,11642,1453783
SDPI,West Bengal,Jangipur,MD. MATIN,17257,1391656
SDPI,West Bengal,Jangipur,TAIEDUL ISLAM,11696,1616213
SDPI,West Bengal,Maldaha Dakshin,IMTIAZ AHMED MOLLAH,12952,1347143
SDPI,West Bengal,Murshidabad,NURUL ISLAM CHOUDHURY,6010,1512098
SDSP,Uttar Pradesh,Barabanki,Fool Dulari,1624,1816830
SDSP,Uttar Pradesh,Mohanlalganj,Ram Sagar Paasi,1515,2023431
SDU,Uttar Pradesh,Domariyaganj,KESHARI NANDAN,3066,1885433
SDU,Uttar Pradesh,Pilibhit,Dr. Sita Ram Rajput,1098,1761207
SDU,Uttar Pradesh,Rae Bareli,RAMESHVAR LODHI,2119,1702248
SFP,Uttar Pradesh,Kanpur,Reena Urf Renu,367,1632983
SFP,Uttar Pradesh,Lucknow,Ganesh Chaudhari,515,2040367
SGUP,Bihar,Nalanda,Ramchandra Prasad,6514,2114809
SGUP,Madhya Pradesh,BHOPAL,RAMSUSHIL SHARMA E/X/ C.R.P.F.,2819,2142861
SGUP,Madhya Pradesh,KHAJURAHO,SANT KUMAR SHARMA,2481,1842095
SGUP,Madhya Pradesh,REWA,SHIV KUMAR MISHRA,3860,1679534
SGUP,Madhya Pradesh,SAGAR,RAMNARESH TIWARI (RAMJEE),1340,1583129
SGUP,Madhya Pradesh,SIDHI,Anup Singh Sengar,5058,1845547
SGUP,Uttar Pradesh,Chandauli,Krishna Pratap Singh,2744,1756837
SHF,Uttar Pradesh,Gorakhpur,Awadhesh Kumar Singh,1306,1981197
SHP,Telangana,Malkajgiri,ANDUKURI VIJAYA BHASKAR,7953,3183083
SHS,Assam,Silchar,NILU MANDOL,1922,1060175
SHS,Bihar,Darbhanga,KEDAR KU. KESHAV,25277,1495445
SHS,Bihar,Gopalganj (SC),AJAY PASWAN,7573,1839514
SHS,Bihar,Jahanabad,NARENDRA KUMAR,2136,1423246
SHS,Bihar,Jamui (SC),SACHIN CHOUDHARY,7147,1550936
SHS,Bihar,Jhanjharpur,Ramanand Thakur,4446,1852417
SHS,Bihar,Khagaria,Sandeep Kumar Saket,3907,1676454
SHS,Bihar,Kishanganj,Pradip Kumar Singh,3266,1659651
SHS,Bihar,Madhubani,KUMAR,30942,1627832
SHS,Bihar,Munger,ASHOK KUMAR SINGH,50469,1719984
SHS,Bihar,Munger,SANJAY KESARI,8631,1888025
SHS,Bihar,Muzaffarpur,ASHOK KUMAR,19945,1551363
SHS,Bihar,Muzaffarpur,PRADEEP KUMAR SINGH,4321,1730553
SHS,Bihar,Nalanda,Chiranjib Kumar,5520,2114809
SHS,Bihar,Nawada,Ranganatha chary,3676,1899747
SHS,Bihar,Pataliputra,NAGMANI,1790,1925479
SHS,Bihar,Patna Sahib,SUMIT RANJAN SINHA,1424,2146008
SHS,Bihar,Sheohar,PRABHU NARAYAN,2499,1686215
SHS,Bihar,Siwan,Sudhir Kuamr Singh,2701,1799551
SHS,Bihar,Supaul,Dip Narayan Mandal,2775,1690620
SHS,Bihar,Ujiarpur,KUMAR,11990,1426217
SHS,Bihar,Valmiki Nagar,SUSHMA DEVI,11933,1665502
SHS,Chhattisgarh,BASTAR,SURESH KAWASI,13930,1379122
SHS,Chhattisgarh,BILASPUR,SANTOSH KAUSHAL,1865,1876953
SHS,Chhattisgarh,DURG,KAMLESH KUMAR NAGARCHI,1097,1940269
SHS,Chhattisgarh,JANJGIR-CHAMPA,NARESH BAI JANGDE,1826,1897134
SHS,Chhattisgarh,KANKER,UMASHANKAR BHANDARI,3437,1558952
SHS,Chhattisgarh,RAIGARH,VIJAY LAKARA,3347,1733805
SHS,Chhattisgarh,RAIPUR,Santosh Yadu,9690,2111738
SHS,Chhattisgarh,RAJNANDGAON,AJAY PALI (BABA),8366,1716459
SHS,Chhattisgarh,SARGUJA,Mohan Singh Tekam,7161,1655239
SHS,Dadra & Nagar Haveli,Dadar & Nagar Haveli,KISHAN LAL,378,196597
SHS,Dadra & Nagar Haveli,Dadra And Nagar Haveli,PATEL ANKITA AMRUTBHAI,4000,250029
SHS,Goa,South Goa,RAKHI AMIT NAIK,1763,579352
SHS,Haryana,Gurgaon,PAWAN KUMAR,1281,2150728
SHS,Haryana,Karnal,Dinesh Sharma,1731,1904193
SHS,Haryana,Sirsa,Ankur Gill,3749,1803349
SHS,Himachal Pradesh,Hamirpur,SHIV CHARAN,952,1247699
SHS,Himachal Pradesh,Kangra,JAGAT KUMAR SONI,3757,1258601
SHS,Jammu & Kashmir,Jammu,Manish Sahni,1192,2047302
SHS,Jammu & Kashmir,Srinagar,Abdul Khaliq Bhat,578,1294671
SHS,Jammu & Kashmir,Udhampur,MEENAKSHI,1660,1685816
SHS,Karnataka,Bellary,B. ESHWARAPPA,6919,1751734
SHS,Karnataka,Udupi Chikmagalur,P. GOUTHAM PRABHU,7431,1513806
SHS,Kerala,Attingal,G S RAJU,5511,1251398
SHS,Kerala,Chalakudy,SAJI THURUTHIKUNNEL,1114,1150497
SHS,Kerala,Palakkad,RAJESH,2654,1208726
SHS,Kerala,Thiruvananthapuram,KUMAR,902,1272748
SHS,Madhya Pradesh,KHAJURAHO,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,2625,1702833
SHS,Madhya Pradesh,MANDSOUR,SHIVLAL GURJAR,1433,1760875
SHS,Madhya Pradesh,MORENA,SANJU SHARMA,2509,1837723
SHS,Madhya Pradesh,RAJGARH,MUKESH DANGI,1978,1694329
SHS,Madhya Pradesh,SIDHI,Ashish Kumar Singh Chauhan,2447,1845547
SHS,Madhya Pradesh,UJJAIN,MAHESH MARMAT,1533,1661229
SHS,Maharashtra,Amravati,ADSUL ANANDRAO VITHOBA,941208,3445830
SHS,Maharashtra,Aurangabad,CHANDRAKANT BHAURAO KHAIRE,520902,1589395
SHS,Maharashtra,Aurangabad,Chandrakant Khaire,384550,1886284
SHS,Maharashtra,Buldhana,Jadhav Prataprao Ganpatrao,521977,1762918
SHS,Maharashtra,Buldhana,VIJAY JADHAV,509145,1595435
SHS,Maharashtra,Hatkanangle,Dhairyasheel Sambhajirao Mane,585776,1776555
SHS,Maharashtra,Hingoli,Hemant Patil,586312,1733729
SHS,Maharashtra,Hingoli,SUBHASH,465765,1586194
SHS,Maharashtra,Kalyan,Dr. SHRIKANT EKNATH SHINDE,1000615,3887710
SHS,Maharashtra,Kolhapur,SANJAY PASWAN,574406,1758293
SHS,Maharashtra,Kolhapur,Sanjay Sadashivrao Mandlik,749085,1880496
SHS,Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,1232889,4251821
SHS,Maharashtra,Mumbai   South,ARVIND,374609,1485844
SHS,Maharashtra,Mumbai   South,Arvind Ganpat Sawant,421937,1554176
SHS,Maharashtra,Mumbai North West,GAJANAN CHANDRAKANT KIRTIKAR,464820,1775416
SHS,Maharashtra,Mumbai North West,Gajanan Kirtikar,570063,1732263
SHS,Maharashtra,Mumbai South central,Rahul Ramesh Shewale,424913,1440380
SHS,Maharashtra,Mumbai South central,RAMESH,381008,1447886
SHS,Maharashtra,Nashik,GODSE HEMANT TUKARAM,1058334,3478838
SHS,Maharashtra,Osmanabad,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,596640,1889740
SHS,Maharashtra,Osmanabad,RAVI,607699,1759186
SHS,Maharashtra,Palghar,Rajendra Dhedya Gavit,580479,1885600
SHS,Maharashtra,Parbhani,JADHAV SANJAY (BANDU) HARIBHAU,1117396,3789020
SHS,Maharashtra,Raigad,Anant Geete,455530,1652965
SHS,Maharashtra,Raigad,NAGARAJ ANANT SHIRALI,396178,1532781
SHS,Maharashtra,Ramtek,BALAJI DYAMANNA WADDAR (YATNAL),519892,1677266
SHS,Maharashtra,Ramtek,Krupal Balaji Tumane,597126,1922764
SHS,Maharashtra,Ratnagiri - sindhudurg,VINAY,493088,1367362
SHS,Maharashtra,Ratnagiri - sindhudurg,Vinayak Raut,458022,1455577
SHS,Maharashtra,Satara,NARENDRA ANNASAHEB PATIL,452498,1848489
SHS,Maharashtra,Shirdi,SADASHIV KISAN LOKHANDE,1019756,3049346
SHS,Maharashtra,Shirur,ADHALRAO SHIVAJI DATTATREY,1220762,3999641
SHS,Maharashtra,Thane,RAJAN BABURAO VICHARE,1336333,4444154
SHS,Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,542098,1916185
SHS,Maharashtra,Yavatmal-Washim,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,477905,1755292
SHS,NCT OF Delhi,NEW DELHI,DHEERAJ SINGH MAVAI,347,1490147
SHS,NCT OF Delhi,NORTH EAST DELHI,PRABHASH CHANDRA SHARMA,658,1957708
SHS,NCT OF Delhi,WEST DELHI,HAR GOBIND ARORA,703,2039410
SHS,Punjab,Amritsar,GAGANDEEP KUMAR,1193,1507875
SHS,Punjab,Anandpur Sahib,Faqir Chand,2465,1698876
SHS,Punjab,Bathinda,KUMAR NAVNEET HIMANSHU,1893,1525289
SHS,Punjab,Faridkot,KINJARAPU RAM MOHAN NAIDU,2213,1455075
SHS,Punjab,Hoshiarpur,JATINDER SINGH,1230,1485286
SHS,Punjab,Jalandhar,SUBHASH,3497,1551497
SHS,Punjab,Jalandhar,Subhash Goria,2470,1617018
SHS,Punjab,Khadoor Sahib,STEPHEN BHATTI,2239,1638842
SHS,Punjab,Ludhiana,DARSHAN SINGH DABA,1028,1561201
SHS,Punjab,Patiala,Ashwani Kumar,4917,1739600
SHS,Punjab,Patiala,KUMAR,2325,1580273
SHS,Rajasthan,Jalore,Vijay Shree,2908,2071244
SHS,Rajasthan,Kota,BHIM SINGH KUNTAL,1308,1948010
SHS,Rajasthan,Pali,KANHAIYALAL VAISHNAV,7745,2161663
SHS,Rajasthan,TONK-SAWAI MADHOPUR,MUKESH KUMAR,4600,1945992
SHS,Telangana,Malkajgiri,MURARI.T.N,1390,3183083
SHS,Telangana,Medak,Madhava Reddy Gari Hanmantha Reddy,2624,1603318
SHS,Uttar Pradesh,Amroha,SARVESH KUMAR,980,1544245
SHS,Uttar Pradesh,Aonla,DHARMENDRA KUMAR,1378,1785605
SHS,Uttar Pradesh,Bahraich,RINKU SAHANI,2427,1729908
SHS,Uttar Pradesh,Barabanki,KISHAN LAL,3261,1721278
SHS,Uttar Pradesh,Dhaurahra,BIREN SINGH ENGTI,2788,1558041
SHS,Uttar Pradesh,Dhaurahra,MUKESH KUMAR,3556,1644674
SHS,Uttar Pradesh,Faizabad,MAHESH TIWARI,1245,1821785
SHS,Uttar Pradesh,Farrukhabad,Luxman,1893,1708585
SHS,Uttar Pradesh,Firozabad,JAI PRAKASH,1248,1636738
SHS,Uttar Pradesh,Ghaziabad,Nagendra Kumar,714,2728978
SHS,Uttar Pradesh,Gonda,SATYA PRAKASH NAYAK,4748,1710825
SHS,Uttar Pradesh,Jaunpur,GULAB YADAV,1751,1848842
SHS,Uttar Pradesh,Jhansi,SUNIL,2121,1932052
SHS,Uttar Pradesh,Kannauj,ANAND VIKRAM SINGH,4922,1874824
SHS,Uttar Pradesh,Kanpur,Balveer Singh Chandel,591,1632983
SHS,Uttar Pradesh,Meerut,ARTI AGARWAL,957,1892931
SHS,Uttar Pradesh,Mirzapur,RAMA NAND RISHIDEO,4787,1720661
SHS,Uttar Pradesh,Moradabad,RAJPAL SINGH SAINI,1334,1771985
SHS,Uttar Pradesh,Nagina,RAVI,2967,1493419
SHS,Uttar Pradesh,Pilibhit,Anita Tripathi,3974,1761207
SHS,Uttar Pradesh,Pratapgarh,FOOLCHANDRA,1859,1716394
SHS,Uttar Pradesh,Shrawasti,RAJWANT SINGH,7479,1914739
SHS,Uttarakhand,Hardwar,BIJENDRA SINGH CHAUDHARY,1043,1642873
SHS,West Bengal,Asansol,ABHISHEKH KUMAR SINGH,5761,1615865
SHS,West Bengal,Baharampur,ASISH SINGHA,1217,1638378
SHS,West Bengal,Balurghat,Ranjit Kumar Mohanta,3300,1431704
SHS,West Bengal,Bankura,SUBHASH SARKAR,9072,1648906
SHS,West Bengal,Barasat,Bani Chakraborty,3119,1718252
SHS,West Bengal,Diamond harbour,SANTOSH KUMAR,2252,1719190
SHS,West Bengal,Dum dum,INDRANIL BANERJEE,2395,1566196
SHS,West Bengal,Ghatal,UJJWAL KUMAR GHATAK,4213,1800002
SHS,West Bengal,Howrah,CHANDRA SEKHAR JHA,1840,1633925
SHS,West Bengal,Kanthi,Kenaram Misra,4147,1660147
SHS,West Bengal,Kolkata Dakshin,Sridhar Chandra Bagari,1697,1728851
SHS,West Bengal,Kolkata Uttar,MANAS MAJUMDER,901,1444082
SHS,West Bengal,Maldaha Uttar,ARJUN KESHARI,4985,1685955
SHS,West Bengal,Medinipur,Ashoke Sarkar,3093,1674236
SHS,West Bengal,Purulia,RAJIB MAHATO,1661,1645884
SHS,West Bengal,Tamluk,Satadal Metya,3197,1694646
shsap,Uttar Pradesh,Robertsganj,RAJKUMAR,2982,1639074
SJD,Kerala,Palakkad,KUMAR,307597,1208726
SJDD,Bihar,Jhanjharpur,Devendra Prasad Yadav,25630,1852417
SJP(R),Bihar,Araria,PHESAL ANSARI,6376,1587332
SJP(R),Bihar,Hajipur (SC),DR. B. CHANDRA (CHANDREGOWDA),3198,1649547
SJP(R),Bihar,Katihar,MD. MATIN,1553,1446478
SJP(R),Bihar,Khagaria,MAKKHAN SAH,6651,1506587
SJP(R),Bihar,Madhubani,"MAHESH SAHU ""PAPPU""",9474,1627832
SJP(R),Bihar,Muzaffarpur,HEMA JHA,2364,1551363
SJP(R),Bihar,Pataliputra,SUNIL KUMAR,6269,1736074
SJP(R),Bihar,Patna Sahib,SHREEKANT LABH,3178,1946249
SJP(R),Bihar,Samastipur (SC),AJIT KUMAR,7423,1504451
SJP(R),Bihar,Sitamarhi,MAHENDRA,3695,1574914
SJP(R),Bihar,Supaul,SHAILESH KUMAR ALIAS VULO MANDAL,5964,1525583
SJP(R),Goa,North Goa,KANUMURU RAGHU RAMA KRISHNA RAJU,3216,515441
SJP(R),NCT OF Delhi,EAST DELHI,VIRENDRA,395,1829578
SJPA,Karnataka,Bangalore Rural,VENKATESHAPPA,2025,2497458
SJPA,Karnataka,Chamarajanagar,BANNUR SURENDRA,2762,1555781
SJPA,Karnataka,Chikkodi,APPASAHEB SHRIPATI KURANE,1457,1442206
SJPA,Karnataka,Davanagere,G.C.PATEL,1145,1522712
SJPA,Karnataka,Gulbarga,VIJAY JADHAV,6507,1945765
SJPA,Karnataka,Haveri,BASAVANTEPPA HONNAPPA HULLATTI,974,1558749
SJPA,Karnataka,Koppal,ANNOJIRAO.G,5681,1736693
SJPA,Karnataka,Mysore,SANTHOSH MANDYA GOWDA,1516,1723134
SJPA,Karnataka,Shimoga,UDAY SINGH ALIAS PAPPU SINGH,1339,1562243
SJPA,Karnataka,Uttara Kannada,ELIYAS KATI,6281,1450599
SJPI,Telangana,CHEVELLA,Ija Venkatesh Goud,1523,2443112
SJPI,Telangana,Malkajgiri,CHAMAKURA RAJAIAH,1351,3150313
SJPI,Telangana,Nalgonda,LITHESH SUNKARI,1053,1585980
SJPT,Madhya Pradesh,REWA,ARUN GAUTAM,1672,1679534
SJSMP,Uttar Pradesh,Machhlishahr,Rajkeshar,2041,1848306
SJVP,NCT OF Delhi,NORTH EAST DELHI,AMIT KUMAR SHARMA,419,2290492
skd,Odisha,Dhenkanal,SAROJ KUMAR SATPATHY,3877,1504403
SKLP,Bihar,Khagaria,GANESH,4522,1506587
SKLP,Bihar,Muzaffarpur,Dr. AKSHAY ANANT ZODGE,7569,1551363
SKLP,Bihar,Sheohar,JAGRANATH SAHANI,4399,1485801
SKLP,Bihar,Sitamarhi,BHARAT,2763,1574914
SKM,Sikkim,Sikkim,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,121956,370770
SKM,Sikkim,Sikkim,INDRA HANG SUBBA,166922,434128
SKPP,Sikkim,Sikkim,DHIRAJ KUMAR RAI,1503,434128
SLAP,Kerala,Pathanamthitta,JOY NAGESH BHOSLE,682,1323906
SLDP,Punjab,Khadoor Sahib,SURJIT SINGH,984,1638842
SLP(L),Jharkhand,Giridih,VISHNU DEV,1997,1511644
SMARTIP,Madhya Pradesh,BHOPAL,MD. IQBAL KHAN,844,2142861
SMARTIP,Madhya Pradesh,JABALPUR,SHAHNAJ BEE ANSARI,1912,1819893
SMARTIP,Madhya Pradesh,MANDLA,MANITA MARKAM,5228,1951267
SMARTIP,Madhya Pradesh,SATNA,VIPIN SINGH TIWARI,3893,1575064
SMFB,Andhra Pradesh,Kurnool,G Sanjeeva Kumar,2107,1573009
SMFB,Karnataka,Bellary,T. VEERESH,3397,1751734
SMFB,Kerala,Ernakulam,ABDUL KHADER VAZHAKKALA,932,1245972
SMFB,Maharashtra,Ratnagiri - sindhudurg,Adv. Sanjay Sharad Gangnaik,2134,1455577
SMFB,Tamil Nadu,Theni,"ALLIKKODI, P.",4044,1561040
SMFB,Telangana,Bhongir,S.V. Ramana Rao,1158,1628033
SMFB,Telangana,Hyderabad,RANGACHARYA,408,1957931
SMFB,Telangana,Karimnagar,REDDY VENUGOPAL,1431,1651543
SMFB,Telangana,Nizamabad,ROTTE CHAKRADHAR SHARMA,495,1553385
SMFB,Telangana,Secundrabad,M . ASHOK KUMAR,1147,1968276
SMFB,Telangana,Warangal,SURESH KANAKAM,1324,1666770
SNP,Haryana,Karnal,Vicky Chinalya,3318,1904193
